head	head_label	head_source	relation	tail	tail_label	tail_source	confidence	sentence	seen_count	doc_id	doc_label
തിന	CROP	dict	affects	ഗ്രാം ഭാരമുണ്ട്	DISEASE	ner	0.7	ഇതിന്റെ പഴങ്ങൾ ഇടത്തരം വലിപ്പമുള്ളവയാണ്, ഓരോന്നിനും ഏകദേശം 250 ഗ്രാം ഭാരമുണ്ട്	1	257	CROPS
അല്ലെങ്കിൽ	DISEASE	ner	affects	തിന	CROP	dict	0.7	അല്ലെങ്കിൽ അട്രാസൈൻ (5-6 കിലോഗ്രാം/ഹെക്ടർ) മുളയ്ക്കുന്നതിന് ശേഷം പ്രയോഗിക്കുക	1	274	AGRI_PRACTICES
അട്രാസൈൻ (	PEST	ner	affects	തിന	CROP	dict	0.7	അല്ലെങ്കിൽ അട്രാസൈൻ (5-6 കിലോഗ്രാം/ഹെക്ടർ) മുളയ്ക്കുന്നതിന് ശേഷം പ്രയോഗിക്കുക	1	274	AGRI_PRACTICES
ശൈത്യകാലം	CONDITION	dict	affects	തിന	CROP	dict	0.7	ഇവിടെ പരമാവധി താപനില 35°C വരെ ഉയരും, ശൈത്യകാലം ചൂടുള്ളതിനാൽ കുറഞ്ഞ താപനില 12°C യിൽ താഴെയാകില്ല	1	277	CROPS
നീർവാർച്ച	CONDITION	dict	affects	പപ്പായ	CROP	dict	0.7	നല്ല നീർവാർച്ചയുള്ള മണ്ണിൽ ധാരാളം ജലസേചനം നടത്തുന്നതിന് പപ്പായ നന്നായി പ്രതികരിക്കുന്നു	1	286	CROPS
ഇന്ത്യയുടെ അർദ്ധ	DISEASE	ner	affects	തിന	CROP	dict	0.7	ഇന്ത്യയുടെ അർദ്ധ വരണ്ട പ്രദേശങ്ങളിൽ തഴച്ചുവളരാൻ കഴിയുന്ന ഇതിന് 1000 മീറ്റർ ഉയരം വരെ തണുത്ത കാലാവസ്ഥ ആസ്വദിക്കാൻ കഴിയുമെങ്കിലും മഞ്ഞ് താങ്ങാൻ കഴിയില്ല	1	291	CROPS
ഇന്ത്യയുടെ ചില	DISEASE	ner	affects	തിന	CROP	dict	0.7	ഇന്ത്യയുടെ ചില ഭാഗങ്ങളിൽ, ശൈത്യകാലത്ത് മികച്ച ഗുണനിലവാരമുള്ള വലിയ അളവിലുള്ള പഴങ്ങൾ ലഭിക്കുന്നതിന് മഴക്കാലത്ത് പൂവിടുന്നതും ഫലം കായ്ക്കുന്നതും ഒഴിവാക്കാൻ ചില രീതികൾ പിന്തുടരുന്നു	1	294	CROPS
വരൾച്ച	CONDITION	dict	affects	പയർ	CROP	dict	0.7	വരൾച്ചയെ അതിജീവിക്കാനുള്ള കഴിവ് തുവരയെ മറ്റ് പയർവർഗ്ഗങ്ങളിൽ നിന്ന് വ്യത്യസ്തമാക്കുന്നു	1	306	CROPS
നീർവാർച്ച	CONDITION	dict	affects	ബീൻസ്	CROP	dict	0.7	നല്ല നീർവാർച്ചയുള്ള പശിമരാശി മണ്ണാണ് ബീൻസ് വളർത്താൻ ഏറ്റവും നല്ലത്	1	314	CROPS
ഇലതീനി	PEST	dict	affects	തിന	CROP	dict	0.7	\n* **ഇലതീനിപ്പുഴുക്കൾ:** ഇലകൾ നേരിട്ട് തിന്ന് നശിപ്പിക്കുന്നു	1	315	CROPS
ഇലപ്പുള്ളി	DISEASE	dict	affects	ചീര	CROP	dict	0.7	\n\n**ഇലപ്പുള്ളി രോഗം:** ചീരയുടെ ഇലകളിൽ അടിവശത്തും ഉപരിതലത്തിലും ഒരുപോലെ പാടുകൾ കാണപ്പെടുന്നു	1	315	CROPS
\n\nകോപ്പർ അടങ്ങിയ	DISEASE	ner	affects	റംബൂട്ടാൻ	CROP	dict	0.7	\n\nകോപ്പർ അടങ്ങിയ റംബൂട്ടാൻ എല്ലുകളുടെ ആരോഗ്യത്തിനും രക്തയോട്ടം വർദ്ധിപ്പിക്കാനും സഹായിക്കുന്നു	1	317	CROPS
\n\nകോപ്പർ അടങ്ങിയ	DISEASE	ner	affects	തിന	CROP	dict	0.7	\n\nകോപ്പർ അടങ്ങിയ റംബൂട്ടാൻ എല്ലുകളുടെ ആരോഗ്യത്തിനും രക്തയോട്ടം വർദ്ധിപ്പിക്കാനും സഹായിക്കുന്നു	1	317	CROPS
തിന	CROP	dict	affects	വെള്ളീച്ച	PEST	dict	0.7	വെണ്ട കൃഷിയിലെ പ്രധാന വെല്ലുവിളിയായ മഞ്ഞളിപ്പ് രോഗത്തിന് കാരണമാകുന്ന വെള്ളീച്ചയുടെ ശല്യം മഴക്കാലത്ത് കുറവായതിനാൽ ഈ സമയം കൃഷിക്ക് അനുകൂലമാണ്	1	322	CROPS
തിന	CROP	dict	affects	അടുത്തിടപഴകുന്നവർ അതീവ	DISEASE	ner	0.7	അതിനാൽ പക്ഷികളുമായി അടുത്തിടപഴകുന്നവർ അതീവ ശ്രദ്ധ പുലർത്തണം	1	325	DISEASES
പയർ	CROP	dict	affects	ചാഴി	PEST	dict	0.7	\n\nപയർ ചാഴിയെ തുരത്താൻ വൈകുന്നേരങ്ങളിൽ കൃഷിയിടത്തിന് സമീപം പന്തം കത്തിച്ചുവെക്കുക	2	327	CROPS
പയർ	CROP	dict	affects	കായ്തുരപ്പൻ	PEST	regex	0.7	ഇത് പയർചാഴിക്കും കായ്തുരപ്പൻ പുഴുവിനും എതിരെ ഫലപ്രദമാണ്	1	327	CROPS
ചക്ക	CROP	dict	affects	ഇലതീനി	PEST	dict	0.7	\n\nശീതകാല പച്ചക്കറികളിൽ സാധാരണയായി കണ്ടുവരുന്നത് ഇലതീനി പുഴുക്കളാണ്	1	330	ENVIRONMENTAL_FACTORS
തിന	CROP	dict	affects	കുളമ്പുരോഗം	DISEASE	regex	0.7	"""രാജ്യത്തിന് പ്രതിവർഷം 12,000 മുതൽ 14,000 കോടി രൂപ വരെ ഭീമമായ നഷ്​ടം ഉണ്ടാക്കുന്ന സാംക്രമികരോഗമാണ് കുളമ്പുരോഗം"	1	336	DISEASES
ചക്ക	CROP	dict	affects	അഥവാ ചുരങ്ങ	PEST	ner	0.7	"""കേരളത്തിൽ സാധാരണയായി കൃഷി ചെയ്യുന്ന ഒരു നാടൻ പച്ചക്കറിയാണ് ചുരക്ക അഥവാ ചുരങ്ങ"	1	338	CROPS
ചുരക്ക	CROP	dict	affects	അഥവാ ചുരങ്ങ	PEST	ner	0.7	"""കേരളത്തിൽ സാധാരണയായി കൃഷി ചെയ്യുന്ന ഒരു നാടൻ പച്ചക്കറിയാണ് ചുരക്ക അഥവാ ചുരങ്ങ"	1	338	CROPS
വരൾച്ച	CONDITION	dict	affects	ചുരക്ക	CROP	dict	0.7	വരൾച്ചയെ അതിജീവിക്കാൻ ചുരക്കയ്ക്ക് കഴിയും	1	338	CROPS
വേനൽക്കാലം	CONDITION	dict	affects	തിന	CROP	dict	0.7	"""ഈ വർഷവും വേനൽക്കാലം കാർഷികമേഖലയിൽ പ്രതിസന്ധികൾ സൃഷ്ടിക്കാൻ സാധ്യതയുണ്ടെങ്കിലും, നമ്മുടെ കാർഷികവിളകളെയും മൃഗസമ്പത്തിനെയും സംരക്ഷിക്കേണ്ടത് അത്യാവശ്യമാണ്"	1	339	AGRI_PRACTICES
തിന	CROP	dict	affects	അനബിന	DISEASE	ner	0.7	പായൽ പോലെ ജലോപരിതലത്തിൽ വളരുന്ന ഈ ചെറുജലസസ്യത്തിന്റെ ഇലകളിലെ അറകളിൽ 'അനബിന അസോള' എന്ന പായൽ ജീവിക്കുന്നു	1	341	AGRI_PRACTICES
തിന	CROP	dict	affects	അസോള'	PEST	ner	0.7	പായൽ പോലെ ജലോപരിതലത്തിൽ വളരുന്ന ഈ ചെറുജലസസ്യത്തിന്റെ ഇലകളിലെ അറകളിൽ 'അനബിന അസോള' എന്ന പായൽ ജീവിക്കുന്നു	1	341	AGRI_PRACTICES
ഡൗണി മിൽഡ്യൂ	DISEASE	dict	affects	തിന	CROP	dict	0.7	\n\nഇലയുടെ അടിഭാഗത്ത് വെള്ളം നനഞ്ഞതുപോലെയുള്ള പാടുകൾ ഉണ്ടാവുകയും പിന്നീട് ഇലയുടെ മുകൾഭാഗത്ത് മഞ്ഞപ്പുല്ലുകൾ പ്രത്യക്ഷപ്പെടുകയും ചെയ്യുന്നത് ഡൗണി മിൽഡ്യൂ രോഗത്തിന്റെ ലക്ഷണമാണ്	1	342	AGRI_PRACTICES
വാട്ടരോഗം	DISEASE	dict	affects	മുളക്	CROP	dict	0.7	\n\n**വാട്ടരോഗം:**\nമുളക് കൃഷിയിൽ സാധാരണയായി കാണുന്ന രോഗമാണ് ചെടികൾ പെട്ടെന്ന് വാടിപ്പോകുന്നത്	1	346	CROPS
തണുപ്പ്	CONDITION	dict	affects	തിന	CROP	dict	0.7	ചെറിയ തണുപ്പ് മതിയെന്നതിനാൽ ഫ്രിഡ്ജിന്റെ വാതിൽ ഭാഗത്ത് വെച്ചാൽ മതി	2	347	CROPS
ഉഷ്ണമേഖലാ	CONDITION	dict	affects	ആപ്പിൾ	CROP	dict	0.7	സമുദ്രനിരപ്പിൽ നിന്ന് 1400 മീറ്റർ ഉയരം വരെയുള്ള ഉഷ്ണമേഖലാ, ഉപ ഉഷ്ണമേഖലാ പ്രദേശങ്ങളിലെ വരണ്ട പ്രദേശങ്ങളിൽ വുഡ് ആപ്പിൾ വളർത്താം	2	374	CROPS
മൺസൂൺ	CONDITION	dict	affects	തിന	CROP	dict	0.7	മൺസൂൺ മഴയുടെ തുടക്കത്തിൽ ഓരോ മരത്തിനും 25 കിലോഗ്രാം എഫ്‌വൈഎം പ്രയോഗിക്കണം	1	377	CROPS
തിന	CROP	dict	affects	ആന്ത്രക്നോസ്	DISEASE	dict	0.7	പാകമായ കായകള്‍ അഴുകുന്നതിനും ഇലകള്‍ ധാരാളമായി പൊഴിയുന്നതിനും ആന്ത്രക്നോസ് കാരണക്കാരനാകുന്നു	2	404	DISEASES
ഗ്രാഫ്റ്റ് ചെയ്ത	DISEASE	ner	affects	തിന	CROP	dict	0.7	എന്നാൽ, ഗ്രാഫ്റ്റ് ചെയ്ത തൈകളിൽ മൂന്ന് മുതൽ നാല് വർഷത്തിനുള്ളിൽ ഫലം ഉണ്ടാകും	1	410	CROPS
പാറ്റ	PEST	dict	affects	കപ്പ	CROP	dict	0.7	ഗ്രൂപ്പ് ബിയിൽ വിപരീത പാറ്റേൺ ആണ് നിരീക്ഷിക്കപ്പെടുന്നത്	1	410	CROPS
പുരാതനകാലം	CONDITION	regex	affects	കറുവപ്പട്ട	CROP	dict	0.7	"""പുരാതനകാലം മുതൽ ഔഷധമായും സുഗന്ധവ്യഞ്ജനമായും ഉപയോഗിക്കുന്ന കറുവപ്പട്ടയുടെ ജന്മദേശം ഇന്ത്യയിലെ തെക്കൻ സംസ്ഥാനങ്ങളും ശ്രീലങ്കയുമാണ്"	1	415	CROPS
അങ്ങനെയാണ്	DISEASE	ner	affects	ജാതി	CROP	dict	0.7	അങ്ങനെയാണ് എട്ടുവർഷം മുൻപ് ജാതിത്തൊണ്ടിൽ നിന്ന് കാൻഡി ഉണ്ടാക്കുന്ന സംരംഭം ആരംഭിക്കുന്നത്	1	420	CROPS
ഔഷധയോഗങ്ങളിൽ	PEST	ner	affects	തിന	CROP	dict	0.7	കൂടാതെ, അമ്പതോളം ഔഷധയോഗങ്ങളിൽ അശോകത്തിന്റെ തൊലിയും പൂവും ഉപയോഗിക്കുന്നുണ്ട്	1	423	CROPS
ശരിയായ അശോകത്തൊലിക്ക്	DISEASE	ner	affects	തിന	CROP	dict	0.7	ശരിയായ അശോകത്തൊലിക്ക് പകരം അരണമരത്തിന്റെ പട്ട മായമായി ലഭിക്കുന്നു എന്ന പരാതിയും സാധാരണമാണ്	1	423	CROPS
ചരിത്രാതീതകാലം	CONDITION	regex	affects	തിന	CROP	dict	0.7	"""ചരിത്രാതീതകാലം മുതൽ ആചാരാനുഷ്ഠാനങ്ങളിൽ ചന്ദനത്തിന് പ്രാധാന്യമുണ്ട്"	1	424	CROPS
ജൈവവളം	FERTILIZER	dict	applied_to	ചക്ക	CROP	dict	0.85	ട്രൈക്കോഡെർമ ചേർത്ത് സമ്പുഷ്ടീകരിച്ച ജൈവവളം അടിസ്‌ഥാന വളമായി നൽകിയാൽ കീടങ്ങളുടെ ആക്രമണത്തിൽ പച്ചക്കറികളെ മികച്ച രീതിയിൽ സംരക്ഷിക്കാൻ ആകും	1	19	AGRI_PRACTICES
രാസവളം	FERTILIZER	regex	applied_to	വാഴ	CROP	dict	0.85	\n*   **രാസവളം:** വാഴയ്ക്ക് നൽകേണ്ട രാസവളം പട്ടികയിൽ നൽകിയിരിക്കുന്നു	1	28	AGRI_PRACTICES
വാഴ	CROP	dict	applied_to	രാസവളം	FERTILIZER	regex	0.85	\n*   **രാസവളം:** വാഴയ്ക്ക് നൽകേണ്ട രാസവളം പട്ടികയിൽ നൽകിയിരിക്കുന്നു	1	28	AGRI_PRACTICES
ചക്ക	CROP	dict	applied_to	രാസവളം	FERTILIZER	regex	0.85	\n\n**കൈതച്ചക്ക കൃഷി പരിചരണം**\n*   കളകൾ നീക്കം ചെയ്ത് രണ്ടാം ഗഡു രാസവളം നൽകുക	1	28	AGRI_PRACTICES
